"","Org.name","Org.code","Number.of.cases.identified","Number.of.emergency.admissions","Percentage.of.cases.identified","Number.of.cases.with.diagnostic.assessment","Number.of.cases.with.positive.case.finding.question","Percentage.of.cases.further.assessed","Number.of.cases.referred","Number.of.cases.with.positive.or.inconclusive.diagnostic.assessment","Percentage.of.cases.referred","month","url"
"389","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","RHQ","707","716","99%","204","204","100%","114","114","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"390","SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST","RK5","532","539","99%","4","4","100%","4","4","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"391","SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST","RA9","117","391","30%","10","36","28%","4","4","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"392","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR","499","523","95%","75","82","91%","19","20","95%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"393","SOUTH TYNESIDE NHS FOUNDATION TRUST","RE9","256","279","92%","95","103","92%","19","19","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"394","SOUTH WARWICKSHIRE NHS FOUNDATION TRUST","RJC","230","230","100%","207","207","100%","207","207","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"395","SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RAJ","357","358","100%","161","161","100%","105","105","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"396","STOCKPORT NHS FOUNDATION TRUST","RWJ","482","503","96%","18","18","100%","13","14","93%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"397","TAMESIDE HOSPITAL NHS FOUNDATION TRUST","RMP","291","318","92%","11","11","100%","3","3","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"398","TAUNTON AND SOMERSET NHS FOUNDATION TRUST","RBA","252","364","69%","35","35","100%","5","5","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"399","THE CHRISTIE NHS FOUNDATION TRUST","RBV","17","17","100%","0","0","-","0","0","-"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"400","THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST","REN","10","10","100%","0","0","-","0","0","-"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"401","THE DUDLEY GROUP NHS FOUNDATION TRUST","RNA","296","517","57%","69","69","100%","32","34","94%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"402","THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST","RAS","136","248","55%","5","20","25%","1","1","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"403","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD","479","532","90%","46","50","92%","45","49","92%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"404","THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST","RCX","239","252","95%","42","42","100%","42","42","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"405","THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","RL1","1","1","100%","0","0","-","0","0","-"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"406","THE ROTHERHAM NHS FOUNDATION TRUST","RFR","199","214","93%","58","73","79%","3","10","30%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"407","THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST","RDZ","518","578","90%","55","98","56%","13","17","76%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"408","THE ROYAL MARSDEN NHS FOUNDATION TRUST","RPY","23","23","100%","1","1","100%","0","0","-"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"409","THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","RRJ","5","5","100%","0","0","-","0","0","-"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"410","THE WALTON CENTRE NHS FOUNDATION TRUST","RET","6","6","100%","0","0","-","0","0","-"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"411","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","RRV","87","87","100%","15","15","100%","17","17","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"412","UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST","RM2","258","261","99%","53","54","98%","43","43","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"413","UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST","RHM","557","574","97%","94","94","100%","36","36","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"414","UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST","RRK","509","524","97%","35","35","100%","10","10","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"415","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","RA7","147","300","49%","25","42","60%","5","15","33%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"416","UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST","RTX","103","367","28%","1","12","8%","0","0","-"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"417","WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST","RWW","355","372","95%","29","29","100%","7","7","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"418","WEST SUFFOLK NHS FOUNDATION TRUST","RGR","266","302","88%","12","12","100%","10","10","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"419","WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST","RYR","638","693","92%","64","68","94%","33","33","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"420","WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST","RBL","651","658","99%","230","231","100%","61","61","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"421","WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST","RRF","264","340","78%","26","26","100%","18","18","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"422","YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST","RA4","136","282","48%","19","19","100%","19","19","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"423","YORK TEACHING HOSPITAL NHS FOUNDATION TRUST","RCB","669","759","88%","143","143","100%","110","110","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"424","","Total "," 28,823 "," 32,564 ","88.5%"," 5,558 "," 5,853 ","95.0%"," 2,697 "," 2,780 ","97.0%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"425","","","","","","","","","","",""," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"426","","","","","","","","","","",""," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"427","","","","","","","","","","",""," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"428","Non-Foundation Trusts",""," June 2014 ","","","","","","","",""," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"429","Org name","Org code"," Number of cases identified "," Number of emergency admissions ","Percentage of cases identified"," Number of cases with diagnostic assessment  "," Number of cases with positive case finding question ","Percentage of cases further assessed","Number of cases referred","Number of cases with positive or inconclusive diagnostic assessment","Percentage of cases referred"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"430","BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST","RF4","544","739","74%","75","93","81%","52","77","68%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"431","BARNET AND CHASE FARM HOSPITALS NHS TRUST","RVL","234","391","60%","6","38","16%","2","2","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"432","BARTS HEALTH NHS TRUST","R1H","495","581","85%","93","103","90%","26","44","59%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"433","BEDFORD HOSPITAL NHS TRUST","RC1","202","221","91%","23","24","96%","12","12","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"434","BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST","RXH","197","214","92%","43","43","100%","39","39","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"435","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST","RXQ","326","355","92%","40","46","87%","40","40","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"436","CROYDON HEALTH SERVICES NHS TRUST","RJ6","205","211","97%","24","26","92%","25","26","96%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"437","DARTFORD AND GRAVESHAM NHS TRUST","RN7","153","165","93%","29","29","100%","19","20","95%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"438","EALING HOSPITAL NHS TRUST","RC3","64","73","88%","7","8","88%","2","2","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"439","EAST AND NORTH HERTFORDSHIRE NHS TRUST","RWH","327","327","100%","144","152","95%","58","63","92%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"440","EAST CHESHIRE NHS TRUST","RJN","259","263","98%","34","36","94%","21","21","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"441","EAST LANCASHIRE HOSPITALS NHS TRUST","RXR","521","541","96%","114","116","98%","24","24","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"442","EAST SUSSEX HEALTHCARE NHS TRUST","RXC","394","436","90%","46","48","96%","35","36","97%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"443","EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST","RVR","341","362","94%","66","68","97%","32","32","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"444","GEORGE ELIOT HOSPITAL NHS TRUST","RLT","193","199","97%","14","14","100%","2","2","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"445","HINCHINGBROOKE HEALTH CARE NHS TRUST","RQQ","184","184","100%","25","25","100%","21","21","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"446","HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST","RWA","476","527","90%","52","54","96%","47","48","98%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"447","IMPERIAL COLLEGE HEALTHCARE NHS TRUST","RYJ","299","327","91%","199","202","99%","56","56","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"448","IPSWICH HOSPITAL NHS TRUST","RGQ","347","350","99%","47","47","100%","41","41","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"449","ISLE OF WIGHT NHS TRUST","R1F","191","201","95%","16","20","80%","7","10","70%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"450","LEEDS TEACHING HOSPITALS NHS TRUST","RR8","802","802","100%","57","58","98%","35","36","97%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"451","LEWISHAM AND GREENWICH NHS TRUST","RJ2","567","567","100%","304","304","100%","38","38","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"452","MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST","RWF","450","457","98%","57","58","98%","80","80","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"453","MID ESSEX HOSPITAL SERVICES NHS TRUST","RQ8","306","323","95%","18","18","100%","10","11","91%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"454","MID YORKSHIRE HOSPITALS NHS TRUST","RXF","406","673","60%","45","79","57%","25","31","81%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"455","NORTH BRISTOL NHS TRUST","RVJ","486","536","91%","19","24","79%","13","20","65%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"456","NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST","RNL","332","684","49%","263","274","96%","8","8","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"457","NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST","RAP","623","689","90%","312","345","90%","1","1","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"458","NORTH WEST LONDON HOSPITALS NHS TRUST","RV8","259","421","62%","13","32","41%","7","7","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"459","NORTHAMPTON GENERAL HOSPITAL NHS TRUST","RNS","345","372","93%","78","78","100%","25","25","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"460","NORTHERN DEVON HEALTHCARE NHS TRUST","RBZ","273","273","100%","53","55","96%","16","16","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"461","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","RX1","919","1072","86%","89","89","100%","67","67","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"462","OXFORD UNIVERSITY HOSPITALS NHS TRUST","RTH","393","579","68%","358","392","91%","102","107","95%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"463","PENNINE ACUTE HOSPITALS NHS TRUST","RW6","442","536","82%","74","76","97%","30","30","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"464","PORTSMOUTH HOSPITALS NHS TRUST","RHU","639","775","82%","124","124","100%","100","100","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"465","ROYAL CORNWALL HOSPITALS NHS TRUST","REF","358","361","99%","43","43","100%","9","9","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"466","ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST","RQ6","322","475","68%","11","42","26%","8","10","80%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"467","ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST","RAN","1","2","50%","0","0","-","0","0","-"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"468","ROYAL UNITED HOSPITAL BATH NHS TRUST","RD1","554","618","90%","34","36","94%","10","10","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"469","SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST","RXK","129","132","98%","15","15","100%","5","8","63%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"470","SHREWSBURY AND TELFORD HOSPITAL NHS TRUST","RXW","371","485","76%","31","31","100%","4","5","80%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"471","SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST","RVY","41","276","15%","1","11","9%","0","1","0%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"472","ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST","RBN","346","354","98%","41","43","95%","12","13","92%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"473","SURREY AND SUSSEX HEALTHCARE NHS TRUST","RTP","506","547","93%","60","61","98%","60","60","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"474","THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST","RQW","NIL RETURN","NIL RETURN","NIL RETURN","NIL RETURN","NIL RETURN","NIL RETURN","NIL RETURN","NIL RETURN","NIL RETURN"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"475","THE ROYAL WOLVERHAMPTON NHS TRUST","RL4","399","400","100%","37","37","100%","36","36","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"476","THE WHITTINGTON HOSPITAL NHS TRUST","RKE","149","162","92%","19","19","100%","10","10","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"477","UNITED LINCOLNSHIRE HOSPITALS NHS TRUST","RWD","758","974","78%","479","640","75%","72","72","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"478","UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST","RJE","530","530","100%","282","282","100%","57","57","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"479","UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST","RKB","462","486","95%","49","49","100%","47","47","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"480","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","RWE","866","912","95%","229","233","98%","57","57","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"481","WALSALL HEALTHCARE NHS TRUST","RBK","416","465","89%","45","47","96%","24","26","92%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"482","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","RWG","622","629","99%","23","25","92%","12","12","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"483","WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST","RFW","189","208","91%","7","7","100%","7","7","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"484","WESTON AREA HEALTH NHS TRUST","RA3","NIL RETURN","NIL RETURN","NIL RETURN","NIL RETURN","NIL RETURN","NIL RETURN","NIL RETURN","NIL RETURN","NIL RETURN"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"485","WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST","RWP","257","603","43%","66","80","83%","45","45","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
"486","WYE VALLEY NHS TRUST","RLQ","182","201","91%","4","4","100%","4","4","100%"," June 2014 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2014/11/Dementia-Data-Collection-Q1-2014-15-REVISED-CSV-35KB.csv"
