"","Org.name","Org.code","Number.to.whom.case.finding.is.applied","Number.of.emergency.admissions","Percentage.to.whom.case.finding.is.applied","Number.who.had.a.diagnostic.assessment","Number.with.positive.case.finding.question","Percentage.with.a..diagnostic.assessment","Number.of.cases.referred","Number.with.a.positive.or.inconclusive.diagnostic.assessment","Percentage.of.cases.referred","month","url","revised"
"95","WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST","RRF","359","379","95%","59","59","100%","59","59","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"96","YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST","RA4","91","240","38%","69","69","100%","4","4","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"97","YORK TEACHING HOSPITAL NHS FOUNDATION TRUST","RCB","721","832","87%","103","103","100%","83","83","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"98","","Total ","30,640","34,620","88.50%","5,389","5,625","95.80%","2,427","2,548","95.30%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"99","","","","","","","","","","",""," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"100","Non-Foundation Trusts",""," April 2017 ","","","","","","","",""," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"101","Org name","Org code"," Number to whom case finding is applied "," Number of emergency admissions ","Percentage to whom case finding is applied"," Number who had a diagnostic assessment  "," Number with positive case finding question "," Percentage with a  diagnostic assessment "," Number of cases referred "," Number with a positive or inconclusive diagnostic assessment ","Percentage of cases referred"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"102","BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST","RF4","519","560","93%","48","50","96%","47","48","98%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"103","BARTS HEALTH NHS TRUST","R1H","620","794","78%","98","106","92%","75","77","97%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"104","BEDFORD HOSPITAL NHS TRUST","RC1","267","269","99%","8","16","50%","5","6","83%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"105","BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST","RXH","102","111","92%","30","30","100%","28","30","93%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"106","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST","RXQ","425","592","72%","69","69","100%","56","69","81%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"107","CROYDON HEALTH SERVICES NHS TRUST","RJ6","327","354","92%","37","41","90%","37","37","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"108","DARTFORD AND GRAVESHAM NHS TRUST","RN7","147","158","93%","16","16","100%","12","13","92%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"109","EAST AND NORTH HERTFORDSHIRE NHS TRUST","RWH","363","363","100%","80","80","100%","41","42","98%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"110","EAST CHESHIRE NHS TRUST","RJN","179","190","94%","3","3","100%","0","1","0%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"111","EAST LANCASHIRE HOSPITALS NHS TRUST","RXR","495","529","94%","104","111","94%","25","25","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"112","EAST SUSSEX HEALTHCARE NHS TRUST","RXC","528","562","94%","107","111","96%","66","66","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"113","EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST","RVR","180","385","47%","49","56","88%","7","11","64%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"114","GEORGE ELIOT HOSPITAL NHS TRUST","RLT","169","174","97%","48","50","96%","1","1","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"115","HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST","RWA","434","479","91%","34","37","92%","29","29","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"116","IMPERIAL COLLEGE HEALTHCARE NHS TRUST","RYJ","310","343","90%","138","153","90%","26","28","93%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"117","IPSWICH HOSPITAL NHS TRUST","RGQ","379","384","99%","28","31","90%","18","18","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"118","ISLE OF WIGHT NHS TRUST","R1F","99","102","97%","4","6","67%","0","2","0%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"119","LEEDS TEACHING HOSPITALS NHS TRUST","RR8","576","576","100%","17","17","100%","10","10","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"120","LEWISHAM AND GREENWICH NHS TRUST","RJ2","274","274","100%","42","42","100%","34","34","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"121","LONDON NORTHWEST HEALTHCARE NHS TRUST","R1K","612","617","99%","133","133","100%","8","8","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"122","MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST","RWF","469","482","97%","62","62","100%","43","43","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"123","MID ESSEX HOSPITAL SERVICES NHS TRUST","RQ8","208","278","75%","5","12","42%","5","12","42%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"124","MID YORKSHIRE HOSPITALS NHS TRUST","RXF","473","475","100%","40","40","100%","34","38","89%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"125","NORTH BRISTOL NHS TRUST","RVJ","643","675","95%","27","30","90%","24","27","89%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"126","NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST","RNL","184","262","70%","90","153","59%","0","9","0%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"127","NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST","RAP","519","574","90%","277","297","93%","0","0","-"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"128","NORTHAMPTON GENERAL HOSPITAL NHS TRUST","RNS","412","416","99%","65","65","100%","5","5","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"129","NORTHERN DEVON HEALTHCARE NHS TRUST","RBZ","202","223","91%","15","19","79%","0","0","-"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"130","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","RX1","1021","1052","97%","91","91","100%","75","75","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"131","PENNINE ACUTE HOSPITALS NHS TRUST","RW6","452","489","92%","41","44","93%","17","17","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"132","PLYMOUTH HOSPITALS NHS TRUST","RK9","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"133","PORTSMOUTH HOSPITALS NHS TRUST","RHU","439","577","76%","68","68","100%","57","57","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"134","ROYAL CORNWALL HOSPITALS NHS TRUST","REF","381","384","99%","28","28","100%","0","0","-"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"135","ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST","RQ6","399","422","95%","4","4","100%","4","4","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"136","ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST","RAN","2","2","100%","0","0","-","0","0","-"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"137","SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST","RXK","96","98","98%","4","4","100%","2","2","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"138","SHREWSBURY AND TELFORD HOSPITAL NHS TRUST","RXW","338","356","95%","8","8","100%","3","3","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"139","SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST","RVY","167","306","55%","7","7","100%","3","7","43%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"140","ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST","RBN","327","353","93%","49","54","91%","9","10","90%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"141","SURREY AND SUSSEX HEALTHCARE NHS TRUST","RTP","617","642","96%","45","49","92%","45","45","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"142","THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST","RQW","300","313","96%","117","117","100%","40","43","93%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"143","THE ROYAL WOLVERHAMPTON NHS TRUST","RL4","282","373","76%","21","21","100%","17","17","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"144","THE WHITTINGTON HOSPITAL NHS TRUST","RKE","177","180","98%","19","20","95%","13","13","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"145","UNITED LINCOLNSHIRE HOSPITALS NHS TRUST","RWD","900","962","94%","122","124","98%","30","34","88%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"146","UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST","RJE","499","568","88%","203","219","93%","18","25","72%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"147","UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST","RKB","504","537","94%","83","83","100%","82","82","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"148","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","RWE","725","796","91%","156","192","81%","33","33","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"149","WALSALL HEALTHCARE NHS TRUST","RBK","263","409","64%","45","45","100%","7","8","88%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"150","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","RWG","613","632","97%","34","35","97%","8","8","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"151","WESTON AREA HEALTH NHS TRUST","RA3","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"152","WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST","RWP","688","735","94%","162","173","94%","78","78","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"153","WYE VALLEY NHS TRUST","RLQ","117","132","89%","3","3","100%","3","3","100%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"154","","Total ","19,422","21,519","90.30%","2,984","3,225","92.50%","1,180","1,253","94.20%"," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"155","","","","","","","","","","",""," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"156","","","","","","","","","","",""," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"157","","","","","","","","","","",""," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"158","","","","","","","","","","",""," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"159","","","","","","","","","","",""," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"160","","","","","","","","","","",""," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"161","","","","","","","","","","",""," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"162","","","","","","","","","","",""," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"163","","","","","","","","","","",""," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"164","","","","","","","","","","",""," April 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"165","AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","REM","276","371","74%","26","27","96%","4","4","100%"," May 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"166","AIREDALE NHS FOUNDATION TRUST","RCF","201","238","84%","11","11","100%","3","3","100%"," May 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"167","ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST","RTK","185","496","37%","58","58","100%","15","15","100%"," May 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"168","BARNSLEY HOSPITAL NHS FOUNDATION TRUST","RFF","264","282","94%","37","37","100%","5","5","100%"," May 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"169","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RDD","454","485","94%","454","485","94%","40","41","98%"," May 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"170","BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST","RQ3","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-"," May 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"171","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","RXL","480","526","91%","57","58","98%","17","17","100%"," May 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"172","BOLTON NHS FOUNDATION TRUST","RMC","312","316","99%","30","30","100%","19","19","100%"," May 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"173","BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST","RAE","345","345","100%","0","0","-","0","0","-"," May 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"174","BURTON HOSPITALS NHS FOUNDATION TRUST","RJF","368","384","96%","4","4","100%","3","3","100%"," May 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"175","CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST","RWY","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-"," May 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"176","CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RGT","566","577","98%","79","79","100%","3","57","5%"," May 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"177","CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RW3","330","365","90%","10","10","100%","4","4","100%"," May 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
"178","CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST","RQM","235","251","94%","9","10","90%","3","3","100%"," May 2017 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/09/Dementia-Data-Collection-Q1-2017-18-CSV-35KB.csv",FALSE
