"","artist","col2","title","col4","year","medium","col7","Accession_num","unknown_code","acquisition_method","on_display_at","area","area_code","on_display_duplicate","postcode","keywords","col17","col18","col19","col20","col21","col22"
"73","British (English) School","NULL","Lieutenant Lionel Hope Hawkins","NULL","c.1912","oil on canvas on hardwood","1","CARDG 1052","SW_QDG_CARDG_1052","gift from Captain R. G. Hollies-Smith, not available at the time of photography","1st The Queen's Dragoon Guards Heritage Trust","South Wales","SW","1st The Queen's Dragoon Guards Heritage Trust","CF10 2RB","NULL","NULL","NULL",NA,NA,NA,NA
"74","Cattley, Gilbert Acheson, 1892–1978","NULL","General Fanshawe's Polo Pony, 'Britt'","NULL","1932","oil on canvas","1","CARDG 1171","SW_QDG_CARDG_1171","gift from Major General Sir Evelyn Fanshawe, not available at the time of photography","1st The Queen's Dragoon Guards Heritage Trust","South Wales","SW","1st The Queen's Dragoon Guards Heritage Trust","CF10 2RB","NULL","NULL","NULL",NA,NA,NA,NA
"75","Hollams, Florence Mabel, 1877–1963","NULL","General Fanshawe's Hunter, 'Ich Dien'","NULL","1949","oil on canvas","1","CARDG 1172","SW_QDG_CARDG_1172","gift from Major General Sir Evelyn Fanshawe, not available at the time of photography","1st The Queen's Dragoon Guards Heritage Trust","South Wales","SW","1st The Queen's Dragoon Guards Heritage Trust","CF10 2RB","NULL","NULL","NULL",NA,NA,NA,NA
"76","Hollams, Florence Mabel, 1877–1963","NULL","General Fanshawe's Hunter 'Mayfly'","NULL","1943","oil on canvas","1","CARDG 1173","SW_QDG_CARDG_1173","gift from Major General Sir Evelyn Fanshawe, not available at the time of photography","1st The Queen's Dragoon Guards Heritage Trust","South Wales","SW","1st The Queen's Dragoon Guards Heritage Trust","CF10 2RB","NULL","NULL","NULL",NA,NA,NA,NA
"77","unknown artist","NULL","Lieutenant General Sir Charles Crawfurd","NULL","c.1807","oil on panel","NULL","CARDG 761","SW_QDG_CARDG_761","gift from Colonel K. E. Savill, CVD DSO","1st The Queen's Dragoon Guards Heritage Trust","South Wales","SW","1st The Queen's Dragoon Guards Heritage Trust","CF10 2RB","Badge, Button, Buttons, Collar, Epaulet, Epaulette, Headband, Headpiece, Insignia, Jacket, Lieutenant General, Man, Medal, Military, Military Honours, Officer, Oval, Portrait, Red, Soldier, Uniform","NULL","NULL",NA,NA,NA,NA
"78","Ferneley II, John, 1814–1862","NULL","The Bays, Manchester","NULL","1843","oil on panel","NULL","CARDG 799","SW_QDG_CARDG_799","gift from Major H. Hall, OBE, MC","1st The Queen's Dragoon Guards Heritage Trust","South Wales","SW","1st The Queen's Dragoon Guards Heritage Trust","CF10 2RB","Cavalry, Chimney, Cottage, Helmet, Horse, House, Man, Road, Soldier, Sword, Thatch, Tree, Uniform, Window","NULL","NULL",NA,NA,NA,NA
"79","unknown artist","NULL","Self Portrait","(of an unknown King's Dragoon Guards officer)","c.1830","oil on canvas","NULL","CARDG 951","SW_QDG_CARDG_951","gift from Captain R. G. Hollies-Smith","1st The Queen's Dragoon Guards Heritage Trust","South Wales","SW","1st The Queen's Dragoon Guards Heritage Trust","CF10 2RB","Epaulette, Glove, Man, Military, Red, Soldier, Sword, Uniform","NULL","NULL",NA,NA,NA,NA
"80","British (Scottish) School","NULL","A Queen's Bays Officer","NULL","1824","oil on canvas (?)","NULL","CARDG 1150","SW_QDG_CARDG_1150","gift from the Trustess of The Army Museums Ogilby Trust","1st The Queen's Dragoon Guards Heritage Trust","South Wales","SW","1st The Queen's Dragoon Guards Heritage Trust","CF10 2RB","Helmet, Man, Officer, Soldier, Uniform","NULL","NULL",NA,NA,NA,NA
"81","Corder, W.","NULL","Captain Frederick Polhill (1798–1848)","NULL","1823","oil on panel","NULL","CARDG 2209","SW_QDG_CARDG_2209","gift from General Sir Maurice Johnston, not available at the time of photography","1st The Queen's Dragoon Guards Heritage Trust","South Wales","SW","1st The Queen's Dragoon Guards Heritage Trust","CF10 2RB","Braid, Captain, Cloud, Collar, Column, Drapery, Man, Military, Portrait, Sideburn, Sky, Tree, Uniform","NULL","NULL",NA,NA,NA,NA
"82","Bloomer, Hiram Reynolds, 1845–1910","NULL","River Scene with Thatched Cottage","NULL","NULL","oil on canvas","NULL","198","LW_EWH_1","presented to Emery Walker, 1886","7 Hammersmith Terrace","London: West","LW","7 Hammersmith Terrace (Emery Walker's House)","W6 9TS","Cattle, Chimney, Cottage, Cow, Man, Reflection, River, Riverbank, Rural, Thatch, Tree, Hedge","NULL","NULL",NA,NA,NA,NA
"83","Butler, Samuel, 1835–1902","NULL","Soglio (Mountain View)","NULL","1884","oil on canvas","NULL","192","LW_EWH_2","NULL","7 Hammersmith Terrace","London: West","LW","7 Hammersmith Terrace (Emery Walker's House)","W6 9TS","Belltower, Building, Bush, Church, Countryside, Fence, Field, Grass, Green, Hill, Hillside, House, Landscape, Mountain, Path, Peak, Road, Sky, Slope, Snow, Switzerland, Tower, Tree, Valley, Wall","NULL","NULL",NA,NA,NA,NA
"84","Butler, Samuel, 1835–1902","NULL","Westminster School","NULL","NULL","oil on canvas","NULL","54","LW_EWH_54","NULL","7 Hammersmith Terrace","London: West","LW","7 Hammersmith Terrace (Emery Walker's House)","W6 9TS","Arch, Building, Chimney, Church, Fence, House, Man, Roof, School, Shadow, Shutter, Spire, Teacher, Wall, Window, Wire Fence, Brick","NULL","NULL",NA,NA,NA,NA
"85","Lytton, Neville Stephen, 1879–1951","NULL","The Artist's Daughter, Madeline","NULL","1937","oil on canvas","NULL","PCF1","LW_EWH_3","NULL","7 Hammersmith Terrace","London: West","LW","7 Hammersmith Terrace (Emery Walker's House)","W6 9TS","NULL","NULL","NULL",NA,NA,NA,NA
"86","de Haas, Netty","NULL","Vase of Flowers","NULL","NULL","oil on panel","NULL","456","LW_EWH_4","NULL","7 Hammersmith Terrace","London: West","LW","7 Hammersmith Terrace (Emery Walker's House)","W6 9TS","Vase","NULL","NULL",NA,NA,NA,NA
"87","Hornby, Anna, 1914–1996","NULL","Christmas Roses","NULL","NULL","oil on canvas","NULL","202","LW_EWH_5","NULL","7 Hammersmith Terrace","London: West","LW","7 Hammersmith Terrace (Emery Walker's House)","W6 9TS","NULL","NULL","NULL",NA,NA,NA,NA
"88","Bomberg, David, 1890–1957","NULL","Self Portrait","NULL","1954","oil on board (?)","NULL","SR76","LSE_SRC_SR76","gift from Crane Kalman Gallery, London, 2008","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
"89","Bomberg, David, 1890–1957","NULL","Washing of the Feet, Church of St James, Jerusalem","NULL","1925 (?)","oil on wood","NULL","SR58","LSE_SRC_SR58","gift from Sarah Rose, 2008","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","Five women collectors who enriched the nation’s art collection","NULL",NA,NA,NA,NA
"90","Creffield, Dennis, b.1931","NULL","Westminster Abbey, from the Cloisters","NULL","1949","oil on canvas","NULL","SR09","LSE_SRC_SR09","gift from Sarah Rose, 2008","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
"91","Creffield, Dennis, b.1931","NULL","Seated Nude","NULL","1949","acrylic on board","NULL","SR77","LSE_SRC_SR77","gift from Sarah Rose, 2008","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
"92","Creffield, Dennis, b.1931","NULL","Landscape at Greenwich, from the Roof of the Observatory","NULL","1958","oil on canvas","NULL","SR62","LSE_SRC_SR62","gift from Sarah Rose, 2008","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","Collection in focus: A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University","NULL",NA,NA,NA,NA
"93","Creffield, Dennis, b.1931","NULL","William Court, Royal Naval College, Greenwich","NULL","1960","acrylic on canvas","NULL","SR16","LSE_SRC_SR16","gift from Sarah Rose, 2008","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","Collection in focus: A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University","NULL",NA,NA,NA,NA
"94","Holden, Cliff, b.1919","NULL","Two Seated Figures","NULL","1948","oil on board","NULL","SR56","LSE_SRC_SR56","on loan from the artist","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
"95","Holden, Cliff, b.1919","NULL","Seated Figure","NULL","1950","acrylic on softboard","NULL","SR23","LSE_SRC_SR23_1","gift from Sarah Rose, 2008","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
"96","Holden, Cliff, b.1919","NULL","Cityscape – London","NULL","1950","oil on canvas on board","NULL","SR28","LSE_SRC_SR28","on loan from the artist","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","Collection in focus: A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University","NULL",NA,NA,NA,NA
"97","Holden, Cliff, b.1919","NULL","Standing Figure","NULL","1951","acrylic on paper","NULL","SR10","LSE_SRC_SR10","on loan from the artist","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
"98","Holden, Cliff, b.1919","NULL","Seated Form B","NULL","1960","oil on board","NULL","SR52","LSE_SRC_SR52","on loan from the artist","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
"99","Holden, Cliff, b.1919","NULL","Seated figure","NULL","1962","oil on board","NULL","SR51","LSE_SRC_SR51","on loan from the artist","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","Red","NULL","NULL",NA,NA,NA,NA
"100","Holden, Cliff, b.1919","NULL","The Bathers","NULL","1980","acrylic on canvas","NULL","SR72","LSE_SRC_SR72","on loan from the artist","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
"101","Holden, Thomas, b.1957","NULL","Chess","NULL","1989","oil on board","NULL","SR24","LSE_SRC_SR24","gift from Sarah Rose, 2008","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
"102","Holden, Cliff, b.1919","NULL","Pietà","NULL","1990","acrylic on paper","NULL","SR78","LSE_SRC_SR78","on loan from the artist","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
"103","Holden, Cliff, b.1919","NULL","Seated Figure D","NULL","1950s (?)","acrylic on canvas","NULL","SR57","LSE_SRC_SR57","on loan from the artist","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
"104","Holden, Cliff, b.1919","NULL","Woman Bathing","(green)","1958 (?)","oil on board","NULL","SR12","LSE_SRC_SR12","gift from Sarah Rose, 2008","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
"105","Holden, Cliff, b.1919","NULL","Bathers","NULL","1965–1985","acrylic on board","NULL","SR50","LSE_SRC_SR50","on loan from the artist","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
"106","Holden, Cliff, b.1919","NULL","Bathers","NULL","1980s","acrylic on board","NULL","SR25","LSE_SRC_SR25","on loan from the artist","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
"107","Holden, Cliff, b.1919","NULL","Bathers","NULL","1980s (?)","acrylic on canvas","NULL","SR35","LSE_SRC_SR35","on loan from the artist","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
"108","Holden, Cliff, b.1919","NULL","Bathers","NULL","1980s (?)","acrylic on canvas","NULL","SR53","LSE_SRC_SR53","on loan from the artist","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","Red","NULL","NULL",NA,NA,NA,NA
"109","Holden, Cliff, b.1919","NULL","Bathers","NULL","1980s (?)","oil on board","NULL","SR61","LSE_SRC_SR61","on loan from the artist","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
"110","Holden, Cliff, b.1919","NULL","Self Portrait","NULL","1988/1989","acrylic on paper","NULL","SR33","LSE_SRC_SR33","on loan from the artist","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
"111","Holden, Cliff, b.1919","NULL","Bathers","NULL","2000–2003","acrylic on paper","NULL","SR42","LSE_SRC_SR42","on loan from the artist","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","Yellow","NULL","NULL",NA,NA,NA,NA
"112","Holden, Cliff, b.1919","NULL","Bathers","NULL","c.1980","acrylic on paper","NULL","SR21","LSE_SRC_SR21","on loan from the artist","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
"113","Holden, Cliff, b.1919","NULL","Family on Beach","NULL","NULL","acrylic on paper","NULL","SR08","LSE_SRC_SR08","on loan from the artist","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","London: South East","LSE","A David Bomberg Legacy – The Sarah Rose Collection at London South Bank University, Borough Road","SE1 0AA","NULL","NULL","NULL",NA,NA,NA,NA
