"","code","fullurl","ratings","F.F.score","patients","surgeryname","address","accepting","url","male","female"
"103",42718,NA,NA,"NO DATA","8284","Abbey Grange Medical Practice 2",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42718","        
            Additional information
            Weekday late evening appointments will now be provided at one ‘hub’ practice on behalf of a group of neighbouring practices. The weekend service will continue to operate at a local ‘hub’ practice although the opening hours will change.

The hub location is at Ireland Wood Surgery, Iveson Approach, Ireland Wood, Leeds, LS16 6FR and it is open for Abbey Grange patients:
•Midweek appointments available: Monday to Friday from 5.00pm to 8.00pm
•Weekend appointments available: Saturday from 8.00am to 4.00pm and Sunday from 9.00am to 1.00pm. 

To book Hub appointments please contact the surgery in the usual way.

        ",NA
"104",40043,NA,NA,"NO DATA","3127","Spring-Fenisco Healthlink",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40043","
                    GPs at this practice
                    1"," and 2 female GPs
                    
                "
"105",43629,NA,NA,"NO DATA","6698","Greenford Avenue Fhp",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43629","        
            Additional information
            Practice Doors Closed between 13:00 - 14:00 but phone lines are open.
        ",NA
"106",43675,NA,NA,"NO DATA","4741","Drs P Keating & H Appleton",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43675","
                    GPs at this practice
                    1"," and 1 female GPs
                    
                "
"107",37833,NA,NA,"NO DATA","6980","Narborough Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37833","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                "
"108",36143,NA,NA,"NO DATA","8359","Ordnance Unity Centre for Health",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36143","        
            Additional information
            We have an Advanced Nurse Practitioner who works alongside our GPs and he can prescribe and consult on all minor illness
        ",NA
"109",41121,NA,NA,"NO DATA","13664","The Law Medical Group Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41121","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                        Additional languages spoken
                        Arabic, Hindi, Punjabi, Urdu
                    
                "
"110",36779,NA,NA,"88%","13392","Nuffield House Doctors Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36779","
                    GPs at this practice
                    5"," and 1 female GPs
                    
                "
"111",39982,NA,NA,"94%","4298","Crest Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39982","        
            Additional information
            We provide morning appointments as a first come first served basis starting from 8:45am. Please ensure you attend the surgery as early as possible. 

Extended Opening Hours
GP surgery core hours are normally until 18:30pm.  We take part in the Extended Hours scheme.  Hence, we will provide some appointments after 18:30pm on the following days:
 
Nurse:  Extended hours appointments from 18:30pm to 19:15pm on Monday  
GP: Extended hours appointments from 18:30pm to 19:00pm on Mondays, Tuesdays and Wednesdays. 
 
Please ask receptionists to book evening appointments.

Named Accountable GP 
From 1st April 2015, all patients registered at a GP practice are allocated a named accountable GP.

All patients registered at Crest Medical Practice have been allocated a named accountable GP. Please contact the surgery for more information.


        ",NA
"112",37440,NA,NA,"NO DATA","7539","The Strand Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37440","
                    GPs at this practice
                    2"," and 2 female GPs
                    
                        Additional languages spoken
                        Italian, Portuguese, Spanish
                    
                "
"113",35220,NA,NA,"95%","8331","Featherstone Road Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35220","
                    GPs at this practice
                    1"," and 2 female GPs
                    
                        Additional languages spoken
                        Hindi, Punjabi, Urdu
                    
                "
"114",38940,NA,NA,"92%","5124","Radnor House Surgery & Ascot Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38940","        
            Additional information
            One day a month, the Surgery will be closed in line with all other WAM CCG Surgeries in the area for Protected Learning for staff.  These alternate monthly for full half day closures when the Surgery is closed from 12.30-6.30pm to part PM when the Surgery will be closed 1.30-4.30pm ONLY and appointments from 4.30pm.  A notice will be put on the door on the morning of the Surgery closure, on the website and dates as below showing full/part afternoon closures:-

Thursday 21st January 2016 
Tuesday 9th February 2016 
Tuesday 15th March 2016
Tuesday 26th April 2016
Wednesday 25th May 2016
June - TBC
Thursday 7th July 2016
Tuesday 27th September 2016
Tuesday 25th October 2016
Thursday 24th October 2016


22.09.15 - 1:30-4:30
15.10.15 - 12:30-6:30
12.11.15 - 1:30-4:30
15.12.15 - 12.30-6:30
        ",NA
"115",36033,NA,NA,"NO DATA","6721","Clift Surgery Partners",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36033","        
            Additional information
            Clift Surgery Appointments 
 
Sarah Roberts
Practice Manager
 
Patients often ask how the surgery appointments system operates.  The following table summarises the way that mornings are organised.
 

    
        
            
            Time
            
            
            Type
            
            
            Notes
            
        
        
            
            0900
            
            
            Book in advance
            
            
            Can be booked up to six weeks in advance but nearer the date there may be limited availability
            
        
        
            
            0910
            
        
        
            
            0920
            
        
        
            
            0930
            
            
            Book on day
            
            
            Slots are released at 08.30 on the day and available for that day only.
            
        
        
            
            0940
            
        
        
            
            0950
            
        
        
            
            1000
            
            
            On-line 
            <
        ",NA
"116",40723,NA,NA,"NO DATA","5945","MANOR HEALTH CENTRE",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40723","        
            Additional information
            The surgery is closed every Thursday between 12:30pm and 1:30pm for staff training. We also have late surgeries on a Tuesday and Thursday until 8pm by appointment only
        ",NA
"117",39409,NA,NA,"74%","13425","Giffords Partnership",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39409","
                    GPs at this practice
                    1"," and 5 female GPs
                    
                "
"118",35840,NA,NA,"95%","11651","Dr R J Matthews And Partners",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35840","
                    GPs at this practice
                    5"," and 3 female GPs
                    
                "
